isbn13,Title,Authors,Average Rating,Language Code,Num Pages,Ratings Count,Text Reviews Count
9780345730084,Gormenghast (Gormenghast  #2),['Mervyn Peake'],4.01,eng,568,126,12
9780345910905,A Distant Mirror: The Calamitous 14th Century,['Barbara W. Tuchman'],4.08,eng,704,136,27
9780345914835,The Case of the Terrified Typist (Perry Mason #49),['Erle Stanley Gardner'],3.75,eng,154,572,29
9780345915597,The World According to Garp,['John Irving'],4.08,eng,610,178515,3833
9780349100135,If This Is a Man / The Truce,"['Primo Levi', 'Stuart J. Woolf', 'Paul Bailey']",4.55,eng,419,10625,537
9780349100470,The Drowned and the Saved,['Primo Levi'],4.39,eng,170,3319,145
9780349100562,Lost Continent,['Bill Bryson'],3.83,eng,293,291,32
9780349102504,The Life and Death of My Lord Gilles de Rais,['Robert Nye'],3.89,eng,323,64,8
9780349105307,Lincoln (Narratives of a Golden Age),['Gore Vidal'],4.2,eng,736,27,4
9780349105710,Complicity,['Iain Banks'],3.89,eng,313,9553,262
9780349105987,The Age of Empire  1875-1914,['Eric Hobsbawm'],4.2,eng,404,137,10
9780349106717,The Age of Extremes: The Short Twentieth Century  1914-1991,['Eric Hobsbawm'],4.24,eng,638,324,22
9780349107868,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,['Daniel Jonah Goldhagen'],3.68,eng,634,80,6
9780349108391,Generation X: Tales for an Accelerated Culture,['Douglas Coupland'],3.73,eng,211,21537,783
9780349110011,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,['David Foster Wallace'],4.27,eng,353,571,73
9780349111889,Brief Interviews with Hideous Men,['David Foster Wallace'],3.87,eng,273,17500,1093
9780349113005,Embrace,['Mark Behr'],3.75,eng,726,70,6
9780349113463,The Tipping Point: How Little Things Can Make a Big Difference,['Malcolm Gladwell'],3.95,eng,279,1548,147
9780349113487,Aldous Huxley: An English Intellectual,['Nicholas  Murray'],3.82,eng,496,82,6
9780349113913,Me Talk Pretty One Day,['David Sedaris'],3.98,eng,272,546269,14115
9780349114767,The Pilot's Wife,['Anita Shreve'],3.52,eng,293,55,5
9780349115054,The Mitford Girls: The Biography of an Extraordinary Family,['Mary S. Lovell'],3.97,eng,616,689,86
9780349116020,Long Walk To Freedom (Volume 1: 1918-1962),['Nelson Mandela'],4.35,eng,497,3305,18
9780349116303,Long Walk to Freedom (Volume 2: 1962 - 1994),['Nelson Mandela'],4.39,eng,450,193,14
9780349116648,Dead Air,['Iain Banks'],3.51,eng,436,5080,171
9780349116655,Tears of the Giraffe,['Alexander McCall Smith'],3.96,eng,217,39652,1965
9780349117003,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency  #3),['Alexander McCall Smith'],3.98,eng,225,1337,108
9780349117041,The Kalahari Typing School for Men,['Alexander McCall Smith'],4.0,eng,210,29045,1080
9780349117621,Jennifer Government,['Max Barry'],3.66,eng,352,10500,915
9780349118994,Venice: Tales of the City,['Michelle Lovric'],3.68,eng,464,34,3
9780356108285,The Memory Of Whiteness,['Kim Stanley Robinson'],3.56,eng,351,0,0
9780356166858,Drina Dances Again,['Jean Estoril'],4.1,eng,192,6,0
9780370006543,The Last Unicorn,['Peter S. Beagle'],4.18,eng,224,90,15
9780370013763,Memories and impressions,['Ford Madox Ford'],4.11,eng,467,1,0
9780370307121,A Likely Lad,['Gillian Avery'],4.08,eng,224,12,0
9780373028603,Love Artist (Harlequin Romance #2860),['Valerie Parv'],3.25,eng,187,3,1
9780373033102,Lawful Possession,['Catherine George'],3.25,eng,192,1,0
9780373033669,P.S. I Love You (Sealed with a Kiss #4),['Valerie Parv'],2.79,eng,192,22,1
9780373042074,Wise Folly / A Matter of Trust / Way of the Willow,"['Rita Clay', 'Emily Doyle', 'Linda Shaw']",4.0,eng,589,1,0
9780373056613,Pride & Joy,['Joyce Thies'],3.0,eng,195,4,1
9780373061785,A Broken Bow,['Martha Humphreys'],3.4,eng,157,5,0
9780373062324,The Boy in White,['Tessa Kay'],2.33,eng,157,2,0
9780373073160,Flirting with Danger,['Linda Turner'],3.57,eng,253,6,2
9780373078547,Long Gone Lonesome Blues (The Texas Brands  #4),['Maggie Shayne'],4.25,eng,251,388,15
9780373115990,Stranger from the Past,['Penny Jordan'],3.21,eng,224,29,7
9780373117192,A Matter of Trust,['Penny Jordan'],2.63,eng,224,34,5
9780373118182,Flirting With Danger (Dangerous Liaisons) (Harlequin Presents  No 1818),['Kate Walker'],2.93,eng,188,12,4
9780373124183,The Sultan's Bought Bride  (Princess Brides  #1),['Jane Porter'],3.72,eng,192,212,19
9780373124244,The Greek's Royal Mistress (Princess Brides  #2),['Jane Porter'],3.68,eng,192,162,13
9780373126002,A Mistress for the Taking,['Annie West'],3.42,eng,186,155,18
9780373161171,Seize The Fire,['Elda Minger'],4.0,eng,249,3,0
9780373192823,The Princess Bride (Long  Tall Texans  #15),['Diana Palmer'],3.89,eng,192,612,29
9780373194865,Sky's Pride and Joy (Bachelor Gulch #8),['Sandra Steffen'],3.0,eng,192,2,0
9780373195602,If You Dont Know By Now (Destiny  Texas),"['Teresa Southwick', 'Mary', 'Theresa Hussey']",3.06,eng,192,6,0
9780373225736,The Stranger Next Door,['Joanna Wayne'],4.0,eng,256,18,2
9780373240272,Part-Time Wife (Hometown Heartbreakers  #4),['Susan Mallery'],3.96,eng,256,540,22
9780373246472,The Sheik & the Princess Bride (Desert Rogues  #8),['Susan Mallery'],3.95,eng,256,497,22
9780373246830,Lori's Little Secret (Bravo Family  #15) (Bravo Family Ties Miniseries  #3),['Christine Rimmer'],3.73,eng,248,98,6
9780373247950,Sierra's Homecoming (McKettricks  #5),['Linda Lael Miller'],4.09,eng,248,1924,90
9780373250219,Burning The Map,['Laura Caldwell'],3.52,eng,288,1285,66
9780373250479,Slightly Settled (Slightly  #2),['Wendy Markham'],3.66,eng,312,4601,82
9780373250714,Monkey Business,['Sarah Mlynowski'],3.66,eng,400,3250,68
9780373250745,Girls' Night In,"['Lauren Henderson', 'Chris Manby', 'Sarah Mlynowski', 'Jill A. Davis', 'Stella Duffy', 'Lisa Jewell', 'Marian Keyes', 'Sophie Kinsella', 'Adèle Lang', 'Carole Matthews', 'Anna Maxted', 'Megan McCafferty', 'Alisa Valdes', 'Isabel Wolff', 'Meg Cabot', 'Jessica Adams', 'Louise Bagshawe', 'Emily Barr', 'Jenny Colgan', 'Lynda Curnyn', 'Jennifer Weiner']",3.62,eng,325,12504,182
9780373255597,Just Another Pretty Face (Hollywood Dynasty  #2),['Candace Schuler'],3.89,eng,215,17,1
9780373265268,Velvet,['Alec Kalla'],2.57,eng,251,3,3
9780373273492,The Right Stuff (To Protect and Defend #3),['Merline Lovelace'],3.57,eng,256,39,3
9780373274482,In Dark Waters,['Mary Burton'],3.8,eng,249,91,10
9780373274611,The Bluest Eyes in Texas (Heartbreak Canyon  #7),['Marilyn Pappano'],3.67,eng,249,31,3
9780373274741,Wild Fire (The Hot Zone  #3),['Debra Cowan'],3.85,eng,250,13,0
9780373285136,The MacGregors: Serena & Caine (The MacGregors  #1 -2),['Nora Roberts'],4.09,eng,441,10929,147
9780373285235,The MacGregors: Alan & Grant (The MacGregors  #3-4),['Nora Roberts'],4.11,eng,458,9300,87
9780373285242,Dream Makers: Untamed / Less of a Stranger,['Nora Roberts'],3.81,eng,411,966,32
9780373285334,Time and Again (Time Travel #1-2),['Nora Roberts'],3.76,eng,505,295,31
9780373285389,First Impressions,['Nora Roberts'],3.73,eng,301,5438,288
9780373285433,Rebellion (The MacGregors  #0.1),['Nora Roberts'],3.91,eng,395,6462,140
9780373288564,The Gunslinger,['Mary McBride'],4.12,eng,304,15,1
9780373289806,Lady of the Lake,['Elizabeth Mayne'],3.26,eng,304,69,6
9780373291779,The Gunslinger's Bride (Montana Mavericks: Historicals #1),['Cheryl St. John'],3.66,eng,304,135,11
9780373301911,Rancho Diablo (Western Lovers: Once A Cowboy...  #43),['Anne Stuart'],3.47,eng,250,66,6
9780373483372,Tallchief For Keeps (The Tallchiefs #3),['Cait London'],4.22,eng,296,64,2
9780373484416,Time and Again: Time Was / Times Change,['Nora Roberts'],3.76,eng,505,7434,183
9780373510054,First Impressions,['Nora Roberts'],3.74,eng,250,31,3
9780373511624,Year's Happy Ending,['Betty Neels'],3.95,eng,216,128,13
9780373513284,Double-Cross (Athena Force #4),['Meredith Fletcher'],3.72,eng,304,38,4
9780373612116,Five Rings of Fire (Able Team  #11),"['Tom Arnett', 'Dick Stivers', 'Don Pendleton']",3.67,eng,0,36,2
9780373632442,Father to Son  (The Destroyer  #129),"['Warren Murphy', 'Richard Sapir', 'James Mullaney']",4.1,eng,349,59,4
9780373638161,Savage Sun (Outlanders  #3),['James Axler'],3.87,eng,352,91,3
9780373638178,Omega Path (Outlanders  #4),['James Axler'],3.87,eng,352,77,2
9780373638499,Refuge (Outlanders  #36),['James Axler'],3.89,eng,346,5,0
9780373638529,Hydra's Ring (Outlanders  #39),['James Axler'],3.88,eng,348,23,2
9780373692286,Her Last Temptation,['Leslie Kelly'],3.59,eng,207,110,4
9780373706402,First Love  Second Chance,['Amanda Clark'],3.73,eng,304,13,2
9780373712489,Her Little Secret (Women in Blue #4),['Anna Adams'],3.3,eng,304,9,2
9780373713011,Expectant Father,['Melinda Curtis'],3.63,eng,304,38,2
9780373713448,The Other Woman (Dundee  Idaho  #7),['Brenda Novak'],4.11,eng,299,528,32
9780373760039,The Accidental Bodyguard (Accidental  #2),['Ann Major'],3.32,eng,192,17,0
9780373764198,Tallchief: The Hunter (The Tallchiefs #9),['Cait London'],4.12,eng,192,47,1
9780373764211,Dr. Desirable,['Kristi Gold'],3.24,eng,192,19,1
9780373766628,Blame it on the Blackout,['Heidi Betts'],3.49,eng,187,105,10
9780373767236,Mr. and Mistress (Dynasties: The Elliotts #5),['Heidi Betts'],3.38,eng,185,182,16
9780373767557,The Part-Time Wife (The Secret Lives of Society Wives  #6),['Maureen Child'],3.59,eng,179,118,12
9780373767618,Bedded Then Wed,['Heidi Betts'],3.41,eng,181,101,5
9780373767793,Blackmailed Into Bed,['Heidi Betts'],3.38,eng,179,107,8
9780373771257,Tell Me No Lies,['Elizabeth Lowell'],3.98,eng,576,2188,65
9780373771370,A Lady At Last (deWarenne Dynasty  #7),['Brenda Joyce'],4.07,eng,379,1518,87
9780373771387,Anyone But You,['Jennifer Crusie'],3.8,eng,283,17434,852
9780373771660,Venetia,['Georgette Heyer'],4.09,eng,364,9627,730
9780373771714,The Pirate / The Adventurer / The Cowboy,['Jayne Ann Krentz'],3.87,eng,362,258,8
9780373771721,Call After Midnight & Under The Knife,['Tess Gerritsen'],4.0,eng,555,244,19
9780373771837,A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,['Diana Palmer'],4.02,eng,440,189,3
9780373772513,Manhunting,['Jennifer Crusie'],3.77,eng,328,13098,677
9780373772520,Reckless Love (MacKenzie-Blackthorn #1),['Elizabeth Lowell'],3.78,eng,384,1076,43
9780373792689,Boys of Summer,"['Julie Elizabeth Leto', 'Leslie Kelly', 'Kimberly Raye']",3.77,eng,256,474,12
9780373792733,The Perfect Score (It's All About Attitude #5),['Julie Kenner'],3.25,eng,240,108,9
9780373793181,Take on Me (Secret Lives of Daytime Divas  #1),['Sarah Mayberry'],3.7,eng,249,490,44
9780373793242,All Over You (Secret Lives of Daytime Divas  #2),['Sarah Mayberry'],3.74,eng,251,514,34
9780373802135,Elphame's Choice (Partholon  #4),['P.C. Cast'],4.02,eng,551,3894,139
9780373802357,Thunderbird Falls  (Walker Papers  #2),['C.E. Murphy'],3.86,eng,408,5613,248
9780373802395,Winter Moon (Walker Papers  #1.5),"['Mercedes Lackey', 'Tanith Lee', 'C.E. Murphy']",3.78,eng,393,2628,144
9780373802425,Brighid's Quest (Partholon  #5),['P.C. Cast'],4.14,eng,507,3280,106
9780373802449,Cast In Courtlight (Chronicles of Elantra #2),['Michelle Sagara'],4.11,eng,488,8829,287
9780373802456,The Fairy Godmother (Five Hundred Kingdoms  #1),['Mercedes Lackey'],3.97,eng,479,15576,849
9780373802470,Divine By Mistake (Partholon  #1),['P.C. Cast'],4.09,eng,698,8468,440
9780373802487,Shattered Dance,['Caitlin Brennan'],3.91,eng,442,423,12
9780373802494,Magic Study (Study  #2),['Maria V. Snyder'],4.06,eng,392,53865,3095
9780373802517,Divine By Choice (Partholon  #2),['P.C. Cast'],4.09,eng,377,6317,204
9780373802548,Cast in Shadow (Chronicles of Elantra  #1),"['Michelle Sagara', 'Michelle Sagara West']",3.79,eng,507,14126,842
9780373802661,Fortune's Fool (Five Hundred Kingdoms  #3),['Mercedes Lackey'],3.83,eng,362,7657,276
9780373802722,Coyote Dreams (Walker Papers  #3),['C.E. Murphy'],4.0,eng,408,5722,200
9780373832712,Sizzle (Great Escapes) (Stolen Moments),['Jennifer Crusie'],3.09,eng,92,655,47
9780373835492,The Foundling,"['Georgette Heyer', 'Kay Hooper']",3.85,eng,406,3599,260
9780373836086,Sylvester,"['Georgette Heyer', 'Joan Wolf']",4.11,eng,410,9626,582
9780373836932,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,"['Barbara Bretton', 'Emilie Rose', 'Isabel Sharpe']",3.57,eng,279,7,1
9780373870288,Suddenly Daddy (Suddenly #1),['Loree Lough'],3.81,eng,256,36,1
9780373895205,Seven Sunny Days,['Chris Manby'],3.32,eng,352,549,28
9780373895885,Me vs. Me,['Sarah Mlynowski'],3.65,eng,311,1642,119
9780374105235,A Long Way Gone: Memoirs of a Boy Soldier,['Ishmael Beah'],4.15,eng,229,141381,9284
9780374131944,Cross-X,['Joe  Miller'],3.8,eng,480,185,41
9780374146351,The Echo Maker,['Richard Powers'],3.37,eng,451,6665,1065
9780374175474,On a Dark Night I Left My Silent House,"['Peter Handke', 'Krishna Winston']",3.33,eng,186,158,11
9780374253844,That Same Flower: Floria Aemilia's Letter to St. Augustine,"['Jostein Gaarder', 'Anne   Born']",3.67,eng,167,68,12
9780374271077,Sylvia,"['Leonard Michaels', 'Diane Johnson']",3.86,eng,129,719,91
9780374280390,Uncommon Carriers,['John McPhee'],3.95,eng,248,1561,192
9780374292799,The World Is Flat: A Brief History of the Twenty-first Century,['Thomas L. Friedman'],3.68,eng,616,85459,2797
9780374299194,The Discomfort Zone: A Personal History,['Jonathan Franzen'],3.39,eng,195,4660,527
9780374312510,The Chicken-Chasing Queen of Lamar County,"['Janice N. Harrington', 'Shelley Jackson']",4.17,eng,40,421,114
9780374358747,Peter Treegate's War (Treegate  #2),['Leonard Wibberley'],4.54,eng,156,19,3
9780374422080,Everything on a Waffle (Coal Harbour #1),['Polly Horvath'],3.71,eng,150,9631,749
9780374455033,The Night of Wishes,"['Michael Ende', 'Heike Schwarzbauer', 'Rick Takvorian', 'Regina Kehn', 'Regina Jehn']",4.11,eng,216,2882,52
9780374480134,Tuck Everlasting,['Natalie Babbitt'],3.87,eng,139,1516,182
9780374500016,Night (The Night Trilogy  #1),"['Elie Wiesel', 'Marion Wiesel', 'François Mauriac']",4.32,eng,115,834287,24227
9780374500528,Gimpel the Fool: And Other Stories,"['Isaac Bashevis Singer', 'Saul Bellow']",4.16,eng,205,36,4
9780374502003,The Natural,"['Bernard Malamud', 'Kevin Baker']",3.63,eng,231,8568,639
9780374504847,The Assistant,"['Bernard Malamud', 'Jonathan Rosen']",3.88,eng,246,7880,306
9780374506803,The Slave,"['Isaac Bashevis Singer', 'Cecil Hemley']",4.17,eng,320,1952,147
9780374506841,Narcissus and Goldmund,"['Hermann Hesse', 'Ursule Molinaro']",4.2,eng,320,28877,956
9780374516000,Giving Good Weight,['John McPhee'],4.22,eng,288,533,34
9780374516901,Basin and Range,['John McPhee'],4.19,eng,240,2637,167
9780374517199,The John McPhee Reader (John McPhee Reader  #1),"['John McPhee', 'William Howarth']",4.43,eng,416,550,36
9780374517885,The Collected Stories of Isaac Bashevis Singer,"['Isaac Bashevis Singer', 'Herb Johnson']",4.37,eng,624,1603,85
9780374518738,Annals of the Former World,['John McPhee'],4.33,eng,720,2966,211
9780374519322,La Place de la Concorde Suisse,['John McPhee'],3.91,eng,160,671,52
9780374519742,Heirs of General Practice,['John McPhee'],4.15,eng,128,253,18
9780374520656,Rising from the Plains,['John McPhee'],4.22,eng,208,1263,91
9780374521028,The Tenants,"['Bernard Malamud', 'Aleksandar Hemon']",3.66,eng,248,633,45
9780374521400,The Night Trilogy: Night  Dawn  the Accident,"['Elie Wiesel', 'Marion Wiesel']",4.29,eng,318,2361,249
9780374522216,The White Album,['Joan Didion'],4.17,eng,222,10584,651
9780374522599,The Control of Nature,['John McPhee'],4.24,eng,288,3365,290
9780374522834,The Death of Artemio Cruz,"['Carlos Fuentes', 'Alfred MacAdam']",3.86,eng,307,5749,259
9780374522872,Coming Into the Country,['John McPhee'],4.22,eng,448,5452,245
9780374523930,Assembling California,['John McPhee'],4.17,eng,294,1532,112
9780374524791,Satan in Goray,"['Isaac Bashevis Singer', 'Jacob Sloan', 'Ruth R. Wisse']",3.86,eng,288,807,46
9780374524920,The Stories (So Far),['Deborah Eisenberg'],4.0,eng,496,204,17
9780374525071,The Lost Lunar Baedeker: Poems of Mina Loy,"['Mina Loy', 'Roger L. Conover']",4.17,eng,256,1420,58
9780374525118,The Spirit Level: Poems,['Seamus Heaney'],4.15,eng,82,88,10
9780374525316,The Inferno of Dante: A New Verse Translation (Bilingual Edition),"['Dante Alighieri', 'Robert Pinsky', 'Michael Mazur']",4.0,mul,464,653,93
9780374525644,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,['Anne Fadiman'],4.17,eng,341,57049,4091
9780374525743,The Odyssey,"['Homer', 'Robert Fitzgerald', 'D.S. Carne', 'Ross']",3.75,eng,515,1650,173
9780374525750,The Complete Stories,"['Bernard Malamud', 'Robert Giroux']",4.25,eng,656,675,49
9780374525804,The Artist of the Missing,"['Paul La Farge', 'Stephen Alcorn']",3.58,eng,256,99,10
9780374525866,The Magic Barrel,"['Bernard Malamud', 'Jhumpa Lahiri']",4.0,eng,240,1898,93
9780374526962,The Eclogues of Virgil,"['Virgil', 'David Ferry']",3.91,eng,112,68,10
9780374527051,The Oresteia,"['Aeschylus', 'Ted Hughes']",4.01,eng,208,211,25
9780374527228,Ex Libris: Confessions of a Common Reader,['Anne Fadiman'],4.14,eng,162,9037,1407
9780374528379,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",4.32,eng,796,177444,6370
9780374528539,Get Out of My Life  but First Could You Drive Me & Cheryl to the Mall?,['Anthony E. Wolf'],3.94,eng,240,1301,235
9780374528553,Selected Verse,"['Federico García Lorca', 'Christopher Maurer']",4.43,eng,432,184,13
9780374528669,Crescent and Star: Turkey Between Two Worlds,['Stephen Kinzer'],3.83,eng,272,784,116
9780374529055,The Iliad,"['Homer', 'Robert Fitzgerald', 'Andrew Ford']",3.85,eng,588,664,72
9780374529260,Memoirs of Hadrian,"['Marguerite Yourcenar', 'Grace Frick']",4.25,eng,347,9904,628
9780374529383,The Fixer,"['Bernard Malamud', 'Jonathan Safran Foer']",3.95,eng,335,8394,388
9780374529529,One Day in the Life of Ivan Denisovich,"['Aleksandr Solzhenitsyn', 'H.T. Willetts']",3.95,eng,182,70023,2383
9780374529604,The Poetry of Pablo Neruda,"['Pablo Neruda', 'Ilan Stavans']",4.45,eng,1040,15986,252
9780374529949,Play It as It Lays,"['Joan Didion', 'David Thomson']",3.87,eng,231,21868,1577
9780374530259,Gimpel the Fool and Other Stories,"['Isaac Bashevis Singer', 'Saul Bellow', 'Allegra Goodman']",4.16,eng,224,1683,61
9780374530303,Martin and John,"['Dale Peck', 'Jim Lewis']",3.73,eng,248,694,39
9780374530310,The Georgics of Virgil,"['Virgil', 'David Ferry']",3.85,eng,224,77,11
9780374530495,Palm-of-the-Hand Stories,"['Yasunari Kawabata', 'Lane Dunlop', 'J. Martin Holman']",4.0,eng,288,1721,126
9780374530716,Sophie's World,"['Jostein Gaarder', 'Paulette Møller']",3.91,eng,518,4273,503
9780374626235,The Complete Stories,"[""Flannery O'Connor"", 'Robert Giroux']",4.4,eng,555,264,47
9780374701840,The Corrections,['Jonathan Franzen'],3.79,eng,662,161,20
9780375400612,The Histories,"['Herodotus', 'Edward Henry Blakeney', 'George Rawlinson', 'Rosalind Thomas']",3.98,eng,816,125,10
9780375400704,Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),['Samuel Beckett'],4.28,eng,512,6612,211
9780375401077,Jurassic World: Jurassic Park / The Lost World,['Michael Crichton'],4.21,eng,801,8524,117
9780375401602,Vittorio the Vampire (New Tales of the Vampires  #2),['Anne Rice'],3.51,eng,292,662,35
9780375403170,Les Misérables,"['Victor Hugo', 'Charles E. Wilbour', 'Peter Washington']",4.16,eng,1480,7958,471
9780375404931,The Ministry of Special Cases,['Nathan Englander'],3.65,eng,339,2460,373
9780375406195,Development as Freedom,['Amartya Sen'],4.08,eng,384,49,2
9780375407932,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,['Cormac McCarthy'],4.43,eng,1040,4468,250
9780375408274,Ralph Ellison: A Biography,['Arnold Rampersad'],4.14,eng,657,180,25
9780375410468,A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,"['Carl Hiaasen', 'Edward Asner']",4.45,eng,9,44,1
9780375411229,Demons,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",4.26,eng,733,193,22
9780375411694,Sputnik Sweetheart,"['Haruki Murakami', 'Philip Gabriel']",3.82,eng,210,560,86
9780375411724,Collected Shorter Fiction: Volume I,"['Leo Tolstoy', 'Aylmer Maude', 'Nigel J. Cooper']",4.42,eng,848,65,8
9780375413315,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),['Naguib Mahfouz'],4.46,eng,1313,3194,234
9780375413902,After the Quake,"['Haruki Murakami', 'Jay Rubin']",3.78,eng,182,544,82
9780375414572,My Life,['Bill Clinton'],3.72,eng,957,770,46
9780375415029,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),"['Raymond Chandler', 'Tom Hiney']",4.45,eng,1016,224,10
9780375415036,Essays,"['George Orwell', 'John Carey']",4.33,eng,1369,598,46
9780375415807,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,"['Michael Crichton', 'Chris Noth', 'Anthony Heald']",4.29,eng,0,106,3
9780375416200,Anne Rice Value Collection: Mayfair Witches (Lives of the Mayfair Witches #1-3),"['Anne Rice', 'Joe Morton', 'Tim Curry', 'Lindsay Crouse']",4.21,eng,10,32,2
9780375421051,On Late Style: Music and Literature Against the Grain,['Edward W. Said'],3.92,eng,176,10,1
9780375421761,Only Revolutions,['Mark Z. Danielewski'],3.2,eng,360,4680,441
9780375422188,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),['Alexander McCall Smith'],4.02,eng,198,459,25
9780375422713,In the Company of Cheerful Ladies,['Alexander McCall Smith'],4.07,eng,233,21433,870
9780375422720,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),['Alexander McCall Smith'],4.06,eng,227,365,35
9780375422737,The Good Husband of Zebra Drive,['Alexander McCall Smith'],4.07,eng,213,19765,943
9780375422959,The Acme Novelty Library,['Chris Ware'],4.34,eng,108,2510,72
9780375422997,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),['Alexander McCall Smith'],3.62,eng,261,9663,721
9780375423000,The Right Attitude to Rain (Isabel Dalhousie  #3),['Alexander McCall Smith'],3.75,eng,276,7598,546
9780375423802,Black Hole,['Charles Burns'],3.83,eng,368,36698,1951
9780375424151,Chicken with Plums,['Marjane Satrapi'],3.85,eng,84,8182,651
9780375424434,The Architecture of Happiness,['Alain de Botton'],3.85,eng,280,6609,514
9780375431531,The Lost Painting,['Jonathan Harr'],3.72,eng,368,5,0
9780375500725,The Heart of a Woman,['Maya Angelou'],4.2,eng,288,17403,418
9780375502262,Human Traces,['Sebastian Faulks'],3.63,eng,563,38,12
9780375503399,The Shakespeare Wars: Clashing Scholars  Public Fiascoes  Palace Coups,['Ron Rosenbaum'],3.91,eng,601,376,60
9780375504525,As I Lay Dying,"['William Faulkner', 'E.L. Doctorow']",3.72,eng,231,984,101
9780375505966,And Still I Rise,"['Maya Angelou', 'Linda Sunshine', 'Diego Rivera']",4.42,eng,54,3396,208
9780375507151,Cliffs of Despair: A Journey to Suicide's Edge,['Tom Hunt'],3.72,eng,256,70,11
9780375507908,In Cold Blood,"['Truman Capote', 'Bob Colacello']",4.07,eng,343,3165,318
9780375508042,Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece,['Robert D. Kaplan'],3.91,eng,272,29,7
9780375508455,Out of Africa,"['Isak Dinesen', 'Karen Blixen']",3.96,eng,389,235,38
9780375509179,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,"['Francine Segan', 'Tim Turner', ""Patrick O'Connell""]",3.99,eng,288,108,12
9780375509322,Thirteen Moons,['Charles Frazier'],3.68,eng,422,10155,1535
9780375700125,As She Climbed Across the Table,['Jonathan Lethem'],3.67,eng,224,4374,379
9780375700231,Reading in the Dark,['Seamus Deane'],3.73,eng,256,3105,221
9780375700262,Evening,['Susan Minot'],3.36,eng,288,3695,540
9780375700521,The Lover,"['Marguerite Duras', 'Barbara Bray', 'Maxine Hong Kingston']",3.75,eng,117,22014,1363
9780375700811,The Executioner's Song,['Norman Mailer'],4.07,eng,1056,15185,916
9780375700989,Julius Knipl  Real Estate Photographer: The Beauty Supply District,['Ben Katchor'],4.34,eng,120,167,15
9780375701146,Night Train,['Martin Amis'],3.24,eng,176,3444,279
9780375701153,Heavy Water and Other Stories,['Martin Amis'],3.39,eng,208,1056,44
9780375701160,Doctor Faustus,"['Thomas Mann', 'John E. Woods']",4.08,eng,535,7516,296
9780375701368,Virginia Woolf,['Hermione Lee'],4.26,eng,893,2746,106
9780375701474,Night Falls Fast: Understanding Suicide,['Kay Redfield Jamison'],4.09,eng,432,5211,202
9780375701801,Geisha: The Life  the Voices  the Art,"['Jodi Cobb', 'Ian Buruma']",3.89,eng,128,183,12
9780375701887,The Amen Corner,['James Baldwin'],3.9,eng,112,427,31
9780375701894,Tell Me How Long the Train's Been Gone,['James Baldwin'],4.25,eng,496,2013,127
9780375701962,The Moviegoer,['Walker Percy'],3.69,eng,242,20796,1593
9780375702068,Ocean of Words,['Ha Jin'],3.81,eng,205,406,25
9780375702242,The Idiot,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",4.18,eng,633,2612,275
9780375702365,The World and Other Places: Stories,['Jeanette Winterson'],3.87,eng,240,1918,108
9780375702709,A Lesson Before Dying,['Ernest J. Gaines'],3.94,eng,256,45096,2771
9780375702976,Melville: His World and Work,['Andrew Delbanco'],4.03,eng,448,259,35
9780375703065,A Virtuous Woman,['Kaye Gibbons'],3.68,eng,165,22632,575
9780375703409,Maximum City: Bombay Lost and Found,['Suketu Mehta'],3.92,eng,542,8793,629
9780375703423,Family Matters,['Rohinton Mistry'],4.01,eng,500,18537,757
9780375703478,For the Time Being,['Annie Dillard'],4.16,eng,205,3071,368
9780375703843,Glamorama,['Bret Easton Ellis'],3.47,eng,546,16691,655
9780375703867,White Teeth,['Zadie Smith'],3.76,eng,448,96220,5370
9780375703874,The Autograph Man,['Zadie Smith'],3.15,eng,347,9202,558
9780375703973,A Visitation of Spirits,['Randall Kenan'],3.74,eng,272,419,36
9780375704024,Norwegian Wood,"['Haruki Murakami', 'Jay Rubin']",4.03,eng,296,227040,11194
9780375704055,Awakenings,['Oliver Sacks'],4.09,eng,464,8601,318
